user_id,date,merchant,amount,location,category
U002,2/8/2025,Lyft,25.61,"San Francisco, CA",Transportation
U002,2/9/2025,United Airlines,236.06,"Chicago, IL",Travel
U002,2/9/2025,United Airlines,76.2,"Chicago, IL",Travel
U002,2/10/2025,Nike,309.21,"Beaverton, OR",Retail
U002,2/10/2025,Amazon,356.45,"Seattle, WA",Online Shopping
U002,2/10/2025,United Airlines,300.73,"Chicago, IL",Travel
U002,2/11/2025,Exxon,132,"Dallas, TX",Gas
U002,2/11/2025,Apple,70.91,"Cupertino, CA",Electronics
U002,2/11/2025,Delta Airlines,247.2,"Atlanta, GA",Travel
U002,2/12/2025,Netflix,238.41,"Los Gatos, CA",Subscriptions
U002,2/12/2025,Apple,353.64,"Cupertino, CA",Electronics
U002,2/12/2025,DoorDash,134.2,"Seattle, WA",Dining
U002,2/13/2025,Amazon,172.31,"Seattle, WA",Online Shopping
U002,2/13/2025,Apple,60.74,"Cupertino, CA",Electronics
U002,2/13/2025,United Airlines,280.65,"Chicago, IL",Travel
U002,2/14/2025,Shell,48.73,"Dallas, TX",Gas
U002,2/14/2025,Costco,179.24,"Plano, TX",Groceries
U002,2/14/2025,Exxon,33.03,"Dallas, TX",Gas
U002,2/15/2025,Apple,207.93,"Cupertino, CA",Electronics
U002,2/15/2025,Starbucks,122.58,"Austin, TX",Dining
U002,2/15/2025,United Airlines,343.96,"Chicago, IL",Travel
U002,2/16/2025,DoorDash,371.29,"Seattle, WA",Dining
U002,2/16/2025,Walmart,347.35,"Bentonville, AR",Retail
U002,2/16/2025,Lyft,259.04,"San Francisco, CA",Transportation
U002,2/17/2025,Uber,162.6,"New York, NY",Transportation
U002,2/17/2025,Amazon,51.46,"Seattle, WA",Online Shopping
U002,2/18/2025,Sweetgreen,149.23,"New York, NY",Dining
U002,2/18/2025,Uber,24.18,"New York, NY",Transportation
U002,2/18/2025,Netflix,328.16,"Los Gatos, CA",Subscriptions
U002,2/19/2025,Spotify,16,"New York, NY",Subscriptions
U002,2/20/2025,H-E-B,305.62,"Austin, TX",Groceries
U002,2/20/2025,H-E-B,151.78,"Austin, TX",Groceries
U002,2/21/2025,Netflix,253.03,"Los Gatos, CA",Subscriptions
U002,2/22/2025,DoorDash,82.92,"Seattle, WA",Dining
U002,2/22/2025,Uber,302.19,"New York, NY",Transportation
U002,2/23/2025,Lyft,147.45,"San Francisco, CA",Transportation
U002,2/23/2025,Lyft,32.57,"San Francisco, CA",Transportation
U002,2/24/2025,DoorDash,245.23,"Seattle, WA",Dining
U002,2/24/2025,Lyft,289.11,"San Francisco, CA",Transportation
U002,2/25/2025,United Airlines,32.02,"Chicago, IL",Travel
U002,2/25/2025,Target,33.61,"Minneapolis, MN",Retail
U002,2/26/2025,Spotify,227.36,"New York, NY",Subscriptions
U002,2/26/2025,Kroger,226.54,"Plano, TX",Groceries
U002,2/27/2025,Walmart,341.72,"Bentonville, AR",Retail
U002,2/28/2025,Lyft,14.87,"San Francisco, CA",Transportation
U002,2/28/2025,Starbucks,132.72,"Austin, TX",Dining
U002,2/28/2025,Netflix,170.15,"Los Gatos, CA",Subscriptions
U002,3/1/2025,Amazon,16.76,"Seattle, WA",Online Shopping
U002,3/1/2025,Target,86.23,"Minneapolis, MN",Retail
U002,3/1/2025,Airbnb,186.18,"San Francisco, CA",Travel
U002,3/2/2025,Starbucks,169.38,"Austin, TX",Dining
U002,3/3/2025,Lyft,107.39,"San Francisco, CA",Transportation
U002,3/3/2025,Uber,399.52,"New York, NY",Transportation
U002,3/4/2025,Netflix,150.98,"Los Gatos, CA",Subscriptions
U002,3/5/2025,Walmart,242.18,"Bentonville, AR",Retail
U002,3/5/2025,Exxon,172.63,"Dallas, TX",Gas
U002,3/5/2025,Exxon,286.22,"Dallas, TX",Gas
U002,3/6/2025,Lyft,125.85,"San Francisco, CA",Transportation
U002,3/6/2025,Lyft,94.54,"San Francisco, CA",Transportation
U002,3/6/2025,Chipotle,62.19,"Austin, TX",Dining
U002,3/7/2025,DoorDash,67.76,"Seattle, WA",Dining
U002,3/7/2025,Starbucks,368.08,"Austin, TX",Dining
U002,3/7/2025,H-E-B,88.26,"Austin, TX",Groceries
U002,3/8/2025,Target,347.46,"Minneapolis, MN",Retail
U002,3/8/2025,United Airlines,119.39,"Chicago, IL",Travel
U002,3/8/2025,H-E-B,268.37,"Austin, TX",Groceries
U002,3/9/2025,Netflix,211.87,"Los Gatos, CA",Subscriptions
U002,3/9/2025,Airbnb,250.25,"San Francisco, CA",Travel
U002,3/10/2025,Uber,311.92,"New York, NY",Transportation
U002,3/10/2025,Amazon,295.41,"Seattle, WA",Online Shopping
U002,3/10/2025,Walmart,176.85,"Bentonville, AR",Retail
U002,3/11/2025,Costco,261.78,"Plano, TX",Groceries
U002,3/12/2025,Exxon,308.2,"Dallas, TX",Gas
U002,3/13/2025,Nike,18.05,"Beaverton, OR",Retail
U002,3/14/2025,Costco,41.7,"Plano, TX",Groceries
U002,3/15/2025,Exxon,202.08,"Dallas, TX",Gas
U002,3/15/2025,Exxon,28.29,"Dallas, TX",Gas
U002,3/15/2025,Sweetgreen,226.49,"New York, NY",Dining
U002,3/16/2025,DoorDash,372.98,"Seattle, WA",Dining
U002,3/16/2025,Apple,71.34,"Cupertino, CA",Electronics
U002,3/17/2025,Spotify,226.14,"New York, NY",Subscriptions
U002,3/17/2025,Kroger,241.29,"Plano, TX",Groceries
U002,3/17/2025,H-E-B,202.18,"Austin, TX",Groceries
U002,3/18/2025,H-E-B,320.45,"Austin, TX",Groceries
U002,3/18/2025,Shell,269.19,"Dallas, TX",Gas
U002,3/19/2025,Costco,297.08,"Plano, TX",Groceries
U002,3/19/2025,Airbnb,184.64,"San Francisco, CA",Travel
U002,3/20/2025,Uber,52.42,"New York, NY",Transportation
U002,3/21/2025,Uber,149.01,"New York, NY",Transportation
U002,3/21/2025,Apple,35.66,"Cupertino, CA",Electronics
U002,3/21/2025,Lyft,311.56,"San Francisco, CA",Transportation
U002,3/22/2025,Costco,282.93,"Plano, TX",Groceries
U002,3/22/2025,Exxon,268.95,"Dallas, TX",Gas
U002,3/23/2025,United Airlines,101.19,"Chicago, IL",Travel
U002,3/23/2025,Walmart,158.18,"Bentonville, AR",Retail
U002,3/24/2025,Uber,106.12,"New York, NY",Transportation
U002,3/24/2025,Delta Airlines,227.37,"Atlanta, GA",Travel
U002,3/25/2025,Target,103.08,"Minneapolis, MN",Retail
U002,3/25/2025,Uber,134.6,"New York, NY",Transportation
U002,3/26/2025,Kroger,192.08,"Plano, TX",Groceries
U002,3/27/2025,Netflix,51.97,"Los Gatos, CA",Subscriptions
U002,3/27/2025,H-E-B,391.36,"Austin, TX",Groceries
U002,3/27/2025,Spotify,327.13,"New York, NY",Subscriptions
U002,3/28/2025,Apple,329.29,"Cupertino, CA",Electronics
U002,3/29/2025,DoorDash,91.84,"Seattle, WA",Dining
U002,3/29/2025,Uber,324.18,"New York, NY",Transportation
U002,3/29/2025,Chipotle,118.96,"Austin, TX",Dining
U002,3/30/2025,Chipotle,236.94,"Austin, TX",Dining
U002,3/31/2025,Target,97.89,"Minneapolis, MN",Retail
U002,3/31/2025,Starbucks,182.63,"Austin, TX",Dining
U002,3/31/2025,Target,313.97,"Minneapolis, MN",Retail
U002,4/1/2025,Netflix,33.44,"Los Gatos, CA",Subscriptions
U002,4/1/2025,Costco,41,"Plano, TX",Groceries
U002,4/1/2025,Delta Airlines,249.07,"Atlanta, GA",Travel
U002,4/2/2025,Airbnb,121.21,"San Francisco, CA",Travel
U002,4/3/2025,Exxon,315.14,"Dallas, TX",Gas
U002,4/4/2025,Starbucks,31.74,"Austin, TX",Dining
U002,4/4/2025,United Airlines,191.29,"Chicago, IL",Travel
U002,4/4/2025,Kroger,280.18,"Plano, TX",Groceries
U002,4/5/2025,Lyft,79.89,"San Francisco, CA",Transportation
U002,4/5/2025,Exxon,81.32,"Dallas, TX",Gas
U002,4/6/2025,Sweetgreen,80.76,"New York, NY",Dining
U002,4/6/2025,Costco,233.61,"Plano, TX",Groceries
U002,4/7/2025,Target,132.9,"Minneapolis, MN",Retail
U002,4/8/2025,Nike,72.82,"Beaverton, OR",Retail
U002,4/9/2025,Walmart,206.56,"Bentonville, AR",Retail
U002,4/9/2025,Netflix,249.95,"Los Gatos, CA",Subscriptions
U002,4/10/2025,Uber,303.19,"New York, NY",Transportation
U002,4/10/2025,Airbnb,299.94,"San Francisco, CA",Travel
U002,4/10/2025,Airbnb,206.67,"San Francisco, CA",Travel
U002,4/11/2025,Lyft,140.89,"San Francisco, CA",Transportation
U002,4/11/2025,Shell,130.24,"Dallas, TX",Gas
U002,4/12/2025,Uber,125.92,"New York, NY",Transportation
U002,4/13/2025,United Airlines,358.32,"Chicago, IL",Travel
U002,4/13/2025,Nike,294.28,"Beaverton, OR",Retail
U002,4/13/2025,Starbucks,63.6,"Austin, TX",Dining
U002,4/14/2025,Sweetgreen,282.33,"New York, NY",Dining
U002,4/15/2025,H-E-B,333.02,"Austin, TX",Groceries
U002,4/15/2025,Airbnb,319.07,"San Francisco, CA",Travel
U002,4/15/2025,Amazon,354.21,"Seattle, WA",Online Shopping
U002,4/16/2025,Target,329.91,"Minneapolis, MN",Retail
U002,4/16/2025,Nike,244.65,"Beaverton, OR",Retail
U002,4/17/2025,Costco,327.95,"Plano, TX",Groceries
U002,4/17/2025,H-E-B,34.04,"Austin, TX",Groceries
U002,4/18/2025,Chipotle,323.61,"Austin, TX",Dining
U002,4/18/2025,Spotify,285.09,"New York, NY",Subscriptions
U002,4/18/2025,Uber,182.57,"New York, NY",Transportation
U002,4/19/2025,Sweetgreen,238.47,"New York, NY",Dining
U002,4/19/2025,Lyft,229.62,"San Francisco, CA",Transportation
U002,4/20/2025,Apple,11.43,"Cupertino, CA",Electronics
U002,4/21/2025,Delta Airlines,65.37,"Atlanta, GA",Travel
U002,4/22/2025,DoorDash,166.86,"Seattle, WA",Dining
U002,4/23/2025,Target,235.17,"Minneapolis, MN",Retail
U002,4/23/2025,Sweetgreen,18.97,"New York, NY",Dining
U002,4/23/2025,Nike,61.77,"Beaverton, OR",Retail
U002,4/24/2025,Amazon,11.95,"Seattle, WA",Online Shopping
U002,4/24/2025,Kroger,177.27,"Plano, TX",Groceries
U002,4/25/2025,Target,340.38,"Minneapolis, MN",Retail
U002,4/25/2025,Airbnb,241.43,"San Francisco, CA",Travel
U002,4/25/2025,Netflix,279.91,"Los Gatos, CA",Subscriptions
U002,4/26/2025,Nike,148,"Beaverton, OR",Retail
U002,4/26/2025,Lyft,300.14,"San Francisco, CA",Transportation
U002,4/26/2025,Kroger,92.77,"Plano, TX",Groceries
U002,4/27/2025,DoorDash,172.62,"Seattle, WA",Dining
U002,4/27/2025,Exxon,240.55,"Dallas, TX",Gas
U002,4/28/2025,Lyft,133.35,"San Francisco, CA",Transportation
U002,4/28/2025,Chipotle,207.22,"Austin, TX",Dining
U002,4/28/2025,Target,300.29,"Minneapolis, MN",Retail
U002,4/29/2025,Walmart,151.51,"Bentonville, AR",Retail
U002,4/29/2025,Amazon,356.92,"Seattle, WA",Online Shopping
U002,4/30/2025,DoorDash,255.69,"Seattle, WA",Dining
U002,4/30/2025,H-E-B,329.24,"Austin, TX",Groceries
U002,4/30/2025,Sweetgreen,109.21,"New York, NY",Dining
U002,5/1/2025,Exxon,328.72,"Dallas, TX",Gas
U002,5/2/2025,Nike,226.59,"Beaverton, OR",Retail
U002,5/2/2025,Spotify,393.06,"New York, NY",Subscriptions
U002,5/2/2025,H-E-B,11.82,"Austin, TX",Groceries
U002,5/3/2025,Netflix,364.79,"Los Gatos, CA",Subscriptions
U002,5/3/2025,Exxon,156.04,"Dallas, TX",Gas
U002,5/3/2025,Costco,133.54,"Plano, TX",Groceries
U002,5/4/2025,Nike,34.26,"Beaverton, OR",Retail
U002,5/5/2025,Apple,357.31,"Cupertino, CA",Electronics
U002,5/5/2025,Exxon,83.86,"Dallas, TX",Gas
U002,5/5/2025,Airbnb,39.34,"San Francisco, CA",Travel
U002,5/6/2025,Uber,340.79,"New York, NY",Transportation
U002,5/6/2025,Shell,387.13,"Dallas, TX",Gas
U002,5/7/2025,Starbucks,382.98,"Austin, TX",Dining
U002,5/8/2025,United Airlines,269.46,"Chicago, IL",Travel
U002,5/9/2025,Amazon,250.36,"Seattle, WA",Online Shopping
U002,5/10/2025,Netflix,327.43,"Los Gatos, CA",Subscriptions
U002,5/11/2025,Airbnb,19.01,"San Francisco, CA",Travel
U002,5/12/2025,H-E-B,162.88,"Austin, TX",Groceries
U002,5/12/2025,Sweetgreen,82.42,"New York, NY",Dining
U002,5/13/2025,Shell,180.43,"Dallas, TX",Gas
U002,5/13/2025,Sweetgreen,273.08,"New York, NY",Dining
U002,5/13/2025,Lyft,320.5,"San Francisco, CA",Transportation
U002,5/14/2025,DoorDash,345.76,"Seattle, WA",Dining
U002,5/14/2025,Chipotle,90.15,"Austin, TX",Dining
U002,5/15/2025,Apple,213.38,"Cupertino, CA",Electronics
U002,5/16/2025,Starbucks,185.46,"Austin, TX",Dining
U002,5/16/2025,Apple,55.3,"Cupertino, CA",Electronics
U002,5/17/2025,Apple,315.63,"Cupertino, CA",Electronics
U002,5/17/2025,Target,73.35,"Minneapolis, MN",Retail
U002,5/18/2025,Spotify,399.19,"New York, NY",Subscriptions
U002,5/18/2025,Lyft,221.94,"San Francisco, CA",Transportation
U002,5/19/2025,Shell,294.23,"Dallas, TX",Gas
U002,5/19/2025,Spotify,92.45,"New York, NY",Subscriptions
U002,5/20/2025,Costco,206.93,"Plano, TX",Groceries
U002,5/20/2025,United Airlines,366.92,"Chicago, IL",Travel
U002,5/20/2025,DoorDash,380.7,"Seattle, WA",Dining
U002,5/21/2025,Chipotle,108.25,"Austin, TX",Dining
U002,5/22/2025,DoorDash,136.93,"Seattle, WA",Dining
U002,5/23/2025,Starbucks,227.94,"Austin, TX",Dining
U002,5/24/2025,Netflix,360.37,"Los Gatos, CA",Subscriptions
U002,5/24/2025,Amazon,68.31,"Seattle, WA",Online Shopping
U002,5/24/2025,Chipotle,40.27,"Austin, TX",Dining
U002,5/25/2025,Kroger,325.93,"Plano, TX",Groceries
U002,5/25/2025,H-E-B,358.29,"Austin, TX",Groceries
U002,5/26/2025,Starbucks,306.12,"Austin, TX",Dining
U002,5/26/2025,Uber,378.72,"New York, NY",Transportation
U002,5/27/2025,Starbucks,108.25,"Austin, TX",Dining
U002,5/27/2025,Sweetgreen,119.75,"New York, NY",Dining
U002,5/27/2025,Delta Airlines,6.96,"Atlanta, GA",Travel
U002,5/28/2025,United Airlines,275.42,"Chicago, IL",Travel
U002,5/28/2025,Lyft,222.94,"San Francisco, CA",Transportation
U002,5/28/2025,Starbucks,157.33,"Austin, TX",Dining
U002,5/29/2025,DoorDash,308.82,"Seattle, WA",Dining
U002,5/30/2025,Nike,311.31,"Beaverton, OR",Retail
U002,5/30/2025,DoorDash,304.54,"Seattle, WA",Dining
U002,5/31/2025,Delta Airlines,199.11,"Atlanta, GA",Travel
U002,5/31/2025,Kroger,295.2,"Plano, TX",Groceries
U002,6/1/2025,H-E-B,337.57,"Austin, TX",Groceries
U002,6/1/2025,H-E-B,251.09,"Austin, TX",Groceries
U002,6/1/2025,Airbnb,317.5,"San Francisco, CA",Travel
U002,6/2/2025,Kroger,184.46,"Plano, TX",Groceries
U002,6/2/2025,Starbucks,276.69,"Austin, TX",Dining
U002,6/2/2025,Spotify,383.39,"New York, NY",Subscriptions
U002,6/3/2025,Kroger,394.25,"Plano, TX",Groceries
U002,6/3/2025,Delta Airlines,345.61,"Atlanta, GA",Travel
U002,6/4/2025,DoorDash,121.86,"Seattle, WA",Dining
U002,6/4/2025,Delta Airlines,291.7,"Atlanta, GA",Travel
U002,6/4/2025,Lyft,88.91,"San Francisco, CA",Transportation
U002,6/5/2025,Exxon,277.76,"Dallas, TX",Gas
U002,6/5/2025,Lyft,15.08,"San Francisco, CA",Transportation
U002,6/6/2025,Walmart,250.63,"Bentonville, AR",Retail
U002,6/6/2025,Netflix,42.04,"Los Gatos, CA",Subscriptions
U002,6/6/2025,Amazon,15.98,"Seattle, WA",Online Shopping
U002,6/7/2025,Amazon,321.67,"Seattle, WA",Online Shopping
U002,6/7/2025,Apple,55.59,"Cupertino, CA",Electronics
U002,6/8/2025,Sweetgreen,320.99,"New York, NY",Dining
U002,6/8/2025,Walmart,133.22,"Bentonville, AR",Retail
U002,6/8/2025,Apple,182.95,"Cupertino, CA",Electronics
U002,6/9/2025,Shell,9.76,"Dallas, TX",Gas
U002,6/10/2025,Walmart,28.97,"Bentonville, AR",Retail
U002,6/10/2025,Exxon,260.81,"Dallas, TX",Gas
U002,6/11/2025,Nike,238.43,"Beaverton, OR",Retail
U002,6/11/2025,Target,237.77,"Minneapolis, MN",Retail
U002,6/12/2025,Airbnb,76.05,"San Francisco, CA",Travel
U002,6/12/2025,Lyft,390.42,"San Francisco, CA",Transportation
U002,6/13/2025,Starbucks,326.43,"Austin, TX",Dining
U002,6/13/2025,Netflix,100.19,"Los Gatos, CA",Subscriptions
U002,6/14/2025,Costco,102.58,"Plano, TX",Groceries
U002,6/15/2025,Netflix,29.97,"Los Gatos, CA",Subscriptions
U002,6/15/2025,Airbnb,390.06,"San Francisco, CA",Travel
U002,6/16/2025,Apple,202.61,"Cupertino, CA",Electronics
U002,6/16/2025,Netflix,252.53,"Los Gatos, CA",Subscriptions
U002,6/16/2025,Delta Airlines,161.03,"Atlanta, GA",Travel
U002,6/17/2025,Chipotle,80.61,"Austin, TX",Dining
U002,6/17/2025,DoorDash,111.01,"Seattle, WA",Dining
U002,6/18/2025,Exxon,138.2,"Dallas, TX",Gas
U002,6/19/2025,Amazon,333.48,"Seattle, WA",Online Shopping
U002,6/20/2025,United Airlines,349.84,"Chicago, IL",Travel
U002,6/20/2025,Kroger,105.21,"Plano, TX",Groceries
U002,6/20/2025,Shell,62.32,"Dallas, TX",Gas
U002,6/21/2025,Amazon,121.66,"Seattle, WA",Online Shopping
U002,6/21/2025,Starbucks,380.67,"Austin, TX",Dining
U002,6/21/2025,Exxon,245.53,"Dallas, TX",Gas
U002,6/22/2025,Sweetgreen,313.64,"New York, NY",Dining
U002,6/23/2025,Nike,229.99,"Beaverton, OR",Retail
U002,6/23/2025,Shell,325.66,"Dallas, TX",Gas
U002,6/23/2025,United Airlines,278.75,"Chicago, IL",Travel
U002,6/24/2025,Walmart,312.36,"Bentonville, AR",Retail
U002,6/24/2025,Apple,55.82,"Cupertino, CA",Electronics
U002,6/24/2025,United Airlines,296.37,"Chicago, IL",Travel
U002,6/25/2025,Kroger,186.46,"Plano, TX",Groceries
U002,6/25/2025,Nike,169.58,"Beaverton, OR",Retail
U002,6/26/2025,Starbucks,381.19,"Austin, TX",Dining
U002,6/27/2025,Nike,261.01,"Beaverton, OR",Retail
U002,6/28/2025,United Airlines,252.36,"Chicago, IL",Travel
U002,6/28/2025,Lyft,247.78,"San Francisco, CA",Transportation
U002,6/29/2025,Delta Airlines,188.81,"Atlanta, GA",Travel
U003,1/1/2025,Lyft,327.37,"San Francisco, CA",Transportation
U003,1/1/2025,H-E-B,385.87,"Austin, TX",Groceries
U003,1/1/2025,Delta Airlines,318.46,"Atlanta, GA",Travel
U003,1/2/2025,Spotify,384.43,"New York, NY",Subscriptions
U003,1/2/2025,United Airlines,24.5,"Chicago, IL",Travel
U003,1/2/2025,Airbnb,396.34,"San Francisco, CA",Travel
U003,1/3/2025,Sweetgreen,279.99,"New York, NY",Dining
U003,1/4/2025,Starbucks,20.64,"Austin, TX",Dining
U003,1/4/2025,Kroger,348.67,"Plano, TX",Groceries
U003,1/5/2025,Spotify,59.42,"New York, NY",Subscriptions
U003,1/5/2025,Kroger,48.94,"Plano, TX",Groceries
U003,1/5/2025,Shell,250.42,"Dallas, TX",Gas
U003,1/6/2025,H-E-B,368.08,"Austin, TX",Groceries
U003,1/6/2025,Kroger,383.19,"Plano, TX",Groceries
U003,1/6/2025,DoorDash,361.24,"Seattle, WA",Dining
U003,1/7/2025,Shell,77.28,"Dallas, TX",Gas
U003,1/7/2025,Nike,388.94,"Beaverton, OR",Retail
U003,1/8/2025,Delta Airlines,11.56,"Atlanta, GA",Travel
U003,1/9/2025,Sweetgreen,183.54,"New York, NY",Dining
U003,1/9/2025,Costco,148.9,"Plano, TX",Groceries
U003,1/9/2025,Apple,338.66,"Cupertino, CA",Electronics
U003,1/10/2025,Delta Airlines,24.39,"Atlanta, GA",Travel
U003,1/10/2025,Starbucks,140.66,"Austin, TX",Dining
U003,1/11/2025,Chipotle,84.59,"Austin, TX",Dining
U003,1/11/2025,Kroger,235.55,"Plano, TX",Groceries
U003,1/11/2025,Nike,362.89,"Beaverton, OR",Retail
U003,1/12/2025,Starbucks,350.1,"Austin, TX",Dining
U003,1/12/2025,Airbnb,205.31,"San Francisco, CA",Travel
U003,1/12/2025,Sweetgreen,87.97,"New York, NY",Dining
U003,1/13/2025,Shell,104.46,"Dallas, TX",Gas
U003,1/13/2025,Target,288.05,"Minneapolis, MN",Retail
U003,1/14/2025,Starbucks,290.96,"Austin, TX",Dining
U003,1/14/2025,Spotify,30.82,"New York, NY",Subscriptions
U003,1/14/2025,Spotify,176.84,"New York, NY",Subscriptions
U003,1/15/2025,Delta Airlines,183.17,"Atlanta, GA",Travel
U003,1/15/2025,DoorDash,222.22,"Seattle, WA",Dining
U003,1/16/2025,Netflix,259.89,"Los Gatos, CA",Subscriptions
U003,1/16/2025,H-E-B,392.35,"Austin, TX",Groceries
U003,1/16/2025,Lyft,167.42,"San Francisco, CA",Transportation
U003,1/17/2025,Nike,50.88,"Beaverton, OR",Retail
U003,1/17/2025,Chipotle,335.44,"Austin, TX",Dining
U003,1/17/2025,Apple,154.13,"Cupertino, CA",Electronics
U003,1/18/2025,Kroger,294.27,"Plano, TX",Groceries
U003,1/18/2025,Kroger,238.37,"Plano, TX",Groceries
U003,1/18/2025,Chipotle,371.22,"Austin, TX",Dining
U003,1/19/2025,Uber,197.12,"New York, NY",Transportation
U003,1/19/2025,Sweetgreen,65.82,"New York, NY",Dining
U003,1/20/2025,Starbucks,123.54,"Austin, TX",Dining
U003,1/21/2025,Sweetgreen,14.62,"New York, NY",Dining
U003,1/21/2025,Exxon,226.91,"Dallas, TX",Gas
U003,1/22/2025,Kroger,131.85,"Plano, TX",Groceries
U003,1/22/2025,Chipotle,241.72,"Austin, TX",Dining
U003,1/22/2025,Netflix,266.96,"Los Gatos, CA",Subscriptions
U003,1/23/2025,Apple,157.34,"Cupertino, CA",Electronics
U003,1/23/2025,DoorDash,122.31,"Seattle, WA",Dining
U003,1/23/2025,Netflix,61.63,"Los Gatos, CA",Subscriptions
U003,1/24/2025,DoorDash,362.5,"Seattle, WA",Dining
U003,1/25/2025,Airbnb,350.4,"San Francisco, CA",Travel
U003,1/26/2025,Airbnb,131.32,"San Francisco, CA",Travel
U003,1/27/2025,Starbucks,254.6,"Austin, TX",Dining
U003,1/27/2025,Exxon,149.41,"Dallas, TX",Gas
U003,1/28/2025,Exxon,237.19,"Dallas, TX",Gas
U003,1/28/2025,Uber,133.52,"New York, NY",Transportation
U003,1/28/2025,Costco,285.34,"Plano, TX",Groceries
U003,1/29/2025,Costco,295.32,"Plano, TX",Groceries
U003,1/29/2025,Starbucks,125.88,"Austin, TX",Dining
U003,1/29/2025,Spotify,113.76,"New York, NY",Subscriptions
U003,1/30/2025,Target,325.59,"Minneapolis, MN",Retail
U003,1/31/2025,Walmart,399.09,"Bentonville, AR",Retail
U003,1/31/2025,Lyft,13.7,"San Francisco, CA",Transportation
U003,1/31/2025,Lyft,355.51,"San Francisco, CA",Transportation
U003,2/1/2025,H-E-B,282.86,"Austin, TX",Groceries
U003,2/1/2025,Nike,98.71,"Beaverton, OR",Retail
U003,2/1/2025,Costco,350.94,"Plano, TX",Groceries
U003,2/2/2025,Nike,381.39,"Beaverton, OR",Retail
U003,2/3/2025,Amazon,133.45,"Seattle, WA",Online Shopping
U003,2/3/2025,Sweetgreen,31.73,"New York, NY",Dining
U003,2/4/2025,Lyft,165.95,"San Francisco, CA",Transportation
U003,2/4/2025,Netflix,293.86,"Los Gatos, CA",Subscriptions
U003,2/5/2025,Uber,7.11,"New York, NY",Transportation
U003,2/5/2025,DoorDash,301.32,"Seattle, WA",Dining
U003,2/5/2025,Walmart,64.49,"Bentonville, AR",Retail
U003,2/6/2025,Uber,160.13,"New York, NY",Transportation
U003,2/6/2025,United Airlines,335.59,"Chicago, IL",Travel
U003,2/6/2025,Airbnb,308.78,"San Francisco, CA",Travel
U003,2/7/2025,Sweetgreen,337.01,"New York, NY",Dining
U003,2/8/2025,Airbnb,313.47,"San Francisco, CA",Travel
U003,2/8/2025,Starbucks,16.7,"Austin, TX",Dining
U003,2/9/2025,Sweetgreen,331.62,"New York, NY",Dining
U003,2/10/2025,Amazon,21.86,"Seattle, WA",Online Shopping
U003,2/11/2025,Lyft,101.27,"San Francisco, CA",Transportation
U003,2/11/2025,Nike,179.8,"Beaverton, OR",Retail
U003,2/12/2025,Exxon,83.63,"Dallas, TX",Gas
U003,2/12/2025,Exxon,150.95,"Dallas, TX",Gas
U003,2/13/2025,Apple,336.1,"Cupertino, CA",Electronics
U003,2/13/2025,Kroger,150.79,"Plano, TX",Groceries
U003,2/14/2025,Delta Airlines,309.16,"Atlanta, GA",Travel
U003,2/14/2025,Spotify,285.66,"New York, NY",Subscriptions
U003,2/14/2025,Apple,349.74,"Cupertino, CA",Electronics
U003,2/15/2025,Spotify,113.47,"New York, NY",Subscriptions
U003,2/15/2025,DoorDash,389.32,"Seattle, WA",Dining
U003,2/16/2025,Target,227.29,"Minneapolis, MN",Retail
U003,2/17/2025,Spotify,291.84,"New York, NY",Subscriptions
U003,2/18/2025,H-E-B,7.57,"Austin, TX",Groceries
U003,2/18/2025,Sweetgreen,133.99,"New York, NY",Dining
U003,2/19/2025,Kroger,206.69,"Plano, TX",Groceries
U003,2/20/2025,Shell,237.94,"Dallas, TX",Gas
U003,2/20/2025,H-E-B,109.45,"Austin, TX",Groceries
U003,2/21/2025,Sweetgreen,193.92,"New York, NY",Dining
U003,2/21/2025,Spotify,289.36,"New York, NY",Subscriptions
U003,2/22/2025,Costco,63.67,"Plano, TX",Groceries
U003,2/23/2025,Amazon,274.22,"Seattle, WA",Online Shopping
U003,2/23/2025,Target,152.67,"Minneapolis, MN",Retail
U003,2/24/2025,Walmart,149.62,"Bentonville, AR",Retail
U003,2/25/2025,Exxon,284.67,"Dallas, TX",Gas
U003,2/26/2025,Lyft,277.04,"San Francisco, CA",Transportation
U003,2/27/2025,Lyft,23.19,"San Francisco, CA",Transportation
U003,2/27/2025,Nike,82.04,"Beaverton, OR",Retail
U003,2/27/2025,United Airlines,212.23,"Chicago, IL",Travel
U003,2/28/2025,United Airlines,68.64,"Chicago, IL",Travel
U003,3/1/2025,Nike,279.07,"Beaverton, OR",Retail
U003,3/1/2025,Airbnb,355.46,"San Francisco, CA",Travel
U003,3/2/2025,Kroger,393.64,"Plano, TX",Groceries
U003,3/2/2025,Shell,11.25,"Dallas, TX",Gas
U003,3/2/2025,Shell,222.8,"Dallas, TX",Gas
U003,3/3/2025,Uber,25.32,"New York, NY",Transportation
U003,3/3/2025,DoorDash,108.42,"Seattle, WA",Dining
U003,3/3/2025,Nike,323.82,"Beaverton, OR",Retail
U003,3/4/2025,Exxon,208.78,"Dallas, TX",Gas
U003,3/5/2025,Delta Airlines,88.31,"Atlanta, GA",Travel
U003,3/5/2025,Kroger,39.47,"Plano, TX",Groceries
U003,3/5/2025,Uber,124.55,"New York, NY",Transportation
U003,3/6/2025,Shell,132.54,"Dallas, TX",Gas
